59.943782,30.411835
59.720467,30.395441
59.932793,30.341695
59.868248,30.268239
59.915643,29.760368
59.883864,29.905688
59.773656,30.141999
59.920609,30.326037
59.941083,30.321312
59.771517,30.134417
59.929384,30.299043
59.910271,30.314557
59.941506,30.322605
59.950704,30.408395
59.966728,30.314646
59.933938,30.339296
59.878432,30.258385
59.93296,30.311386
59.937918,30.262302
59.936323,30.31082
59.966295,30.315787
59.933406,30.309921
59.939095,30.315868
59.932329,30.345243
59.991619,30.146626
59.93882,30.296141
59.853604,30.045601
59.915643,29.760368
60.001005,30.35499
59.819359,30.352564
59.953214,30.33096
59.883864,29.905688
59.774023,30.142889
59.933018,30.334427
59.942101,30.305277
59.933992,30.306148
59.907834,29.777418
59.721093,30.405035
59.908313,29.78102
59.88074,29.909964
59.915643,29.760368
59.915643,29.760368
59.915643,29.760368
59.863089,30.33485
59.774657,30.144128
59.771517,30.134417
59.913821,29.772558
59.952556,30.329765
59.95307,30.365231
59.99161,29.777723
59.987231,30.346492
59.931774,30.235047
59.771517,30.134417
59.904144,30.359445
59.936341,30.345539
59.937842,30.326316
59.927216,30.350947
59.944697,30.301684
59.90034,30.480125
59.933658,30.304226
59.883864,29.905688
59.937305,30.289997
59.971064,30.320036
59.931111,30.350552
59.944292,30.340958
59.930715,30.358313
59.989328,29.762829
59.941083,30.321312
59.936602,30.286547
59.939329,30.349232
59.924984,30.340662
59.944612,30.394462
59.995966,29.761221
59.973964,30.305178
59.939902,30.337796
59.917118,30.316874
59.939902,30.337796
59.842052,30.325264
59.94527,30.328903
59.943178,30.376576
59.941673,30.3049
59.857807,30.332676
59.97115,30.322902
59.933397,30.36683
59.918972,30.309894
59.935669,30.337392
59.923085,30.385137
60.00078,30.335954
59.927824,30.303992
59.924294,30.31373
59.906923,30.307352
59.934236,30.336979
59.880961,30.397588
59.943575,30.349043
59.988725,30.162948
59.878297,30.262832
59.927306,30.370342
59.923432,30.252815
59.746206,30.5944
59.938257,30.320144
59.93529,30.319973
59.923568,30.326531
59.931359,30.301387
59.942435,30.293662
59.882726,29.910378
59.834949,30.367036
59.942435,30.293662
59.948897,30.37495
59.936341,30.345539
59.929227,30.357792
59.908028,30.310739
59.982595,30.398756
59.954493,30.325184
59.943674,30.301297
59.942872,30.340482
59.930363,30.314089
59.932288,30.301944
59.991475,30.167188
59.955412,30.295027
59.934781,30.2791
59.930922,30.269749
59.932329,30.345243
59.963868,30.312392
59.942435,30.293662
59.931535,30.272354
59.923626,30.282999
59.943233,30.299564
59.937427,30.329388
59.926431,30.355035
59.962025,30.314422
60.08726,29.952724
59.937305,30.289997
59.915643,29.760368
59.932338,30.289529
59.915643,29.760368
59.933293,30.334149
60.155847,29.896535
59.94718,30.259616
59.883864,29.905688
59.994387,30.420432
59.771517,30.134417
59.933505,30.232298
59.936891,30.336619
59.927761,30.353759
59.938694,30.332595
59.938694,30.332595
59.953007,30.425642
59.929227,30.357792
59.948631,30.395576
59.947563,30.391246
59.941083,30.329316
59.930705,30.337886
59.931833,30.305079
59.969727,30.300426
59.921186,30.346716
59.925615,30.357164
59.928812,30.359203
59.935692,30.320791
59.930155,30.30304
59.929055,30.359436
59.989049,30.264152
59.935818,30.335721
59.722994,30.408197
59.947541,30.368851
59.943426,30.304585
59.915643,29.760368
59.898259,30.340455
59.939897,30.31753
59.883864,29.905688
59.929384,30.299043
59.915643,29.760368
