59.851033,30.246976
59.855801,30.311754
59.848344,30.323459
59.877859,30.459841
59.933997,30.254926
59.873388,30.270045
59.925881,30.359859
59.936891,30.320773
59.933848,30.381661
59.955768,30.314664
59.925389,30.296024
59.914024,30.294803
59.878297,30.262832
59.926923,30.295683
59.965313,30.315572
59.900403,30.275785
59.900403,30.275785
59.989184,29.763512
59.881417,29.895492
60.05662,30.342961
60.035742,30.415815
59.99926,30.29112
59.99926,30.29112
59.976693,30.275453
59.971564,30.306849
59.966007,30.312284
59.962025,30.314422
59.955998,30.315778
59.956611,30.297893
59.940839,30.271743
59.940298,30.27892
59.936521,30.282406
59.932824,30.292656
59.934515,30.298306
59.931567,30.312248
59.992425,30.31735
59.941682,30.317719
59.940727,30.34465
59.941696,30.346078
59.945463,30.343428
59.937756,30.329567
59.938333,30.325399
59.939226,30.321204
59.932392,30.318617
59.935462,30.322704
59.935263,30.33458
59.935913,30.333017
59.934515,30.336197
59.937256,30.342485
59.930705,30.337886
59.937116,30.346923
59.930124,30.34536
59.929335,30.34394
59.929213,30.342737
59.930074,30.348414
59.930074,30.348414
59.943575,30.349043
59.939879,30.360856
59.931765,30.356768
59.937774,30.356086
59.939059,30.352052
59.913997,30.281526
59.917673,30.291946
59.921728,30.28661
59.914786,30.310254
59.917655,30.303364
59.918963,30.312266
59.912332,30.304064
59.893177,30.272021
59.87402,30.258026
59.862316,30.249033
59.927351,30.330924
59.937887,30.336242
59.922201,30.329675
59.919603,30.349187
59.915526,30.359248
59.919797,30.334912
59.918138,30.343644
59.929515,30.356634
59.929515,30.356634
59.913063,30.349887
59.887431,30.318428
59.900403,30.275785
59.884397,30.321321
59.68514,30.454101
59.925809,30.298665
59.966705,30.309364
59.931891,30.418483
59.92869,30.367728
59.96298,30.348136
